category,price,area,rooms,baths,garages,stratification,latitude,longitude,management_fee
1,950500000,188,3,4,2,5,4.70329621,-74.07002946,495000000
-1,500000000,188,5,3,1,3,4.6291298866272,-74.1429672241211,0
-1,830000000,188,4,4,2,5,4.70669065,-74.06265689,0
1,950000000,188,3,4,2,5,4.70329621,-74.07002946,495000
1,1195000000,187,3,4,2,5,4.70558261871338,-74.0496673583984,0
-1,580000000,187,4,4,1,4,4.66429043,-74.11769987,0
1,2127261354,186,3,4,2,6,4.66532135009766,-74.0467834472656,0
1,2244735354,186,3,4,2,6,4.66532135009766,-74.0467834472656,0
-1,450000000,186,5,4,1,3,4.745081424713135,-74.06300354003906,0
1,1200000000,186,3,4,2,5,4.6421918869018555,-74.06066131591797,500000
-1,650000000,186,3,3,2,5,4.729431629180908,-74.07088470458984,540000
-1,500000000,185,5,3,2,3,4.688652515411377,-74.08961486816406,5000
-1,1900000000,185,5,5,0,6,4.696980953216553,-74.0301284790039,0
1,1320000000,185,3,4,2,6,4.709592819213867,-74.02660369873047,620000
-1,1580000000,185,3,3,2,5,4.688796520233154,-74.03703308105469,150000
1,2695000000,185,3,4,3,6,4.66089633,-74.04995501,1328000
1,750000000,185,3,3,2,5,4.72883462905884,-74.0737533569336,650000
1,1300000000,185,3,5,3,6,4.7160782,-74.02787605,1367000
1,1300500000,185,3,3,3,5,4.69365022,-74.15990788,714000
-1,2300000000,185,5,5,0,6,4.6968584060668945,-74.03018951416016,0
1,980000000,184,3,4,3,6,4.693075180053711,-74.04837036132812,980000000
1,1200000000,184,3,3,3,6,4.6869611740112305,-74.04364776611328,1350000
-1,430000000,184,5,3,2,3,4.65449794,-74.07461221,0
1,890000000,184,3,4,0,6,4.69391632080078,-74.0468902587891,711000
1,1010000000,183,3,4,3,6,4.71225355,-74.08197161,780000
1,1499000000,183,4,4,3,6,4.6880152,-74.05267566,650000
1,1876261000,183,3,4,2,6,4.64910984039307,-74.0531921386719,0
-1,600000000,183,1,5,2,3,4.61622597,-74.06823692,0
1,1010000000,182,3,4,3,6,4.7232747077941895,-74.08021545410156,780000
1,1150000000,182,3,3,3,6,4.69328935,-74.04657519,1036000
1,1420000000,182,3,4,2,6,4.700994968414307,-74.0284652709961,700000
-1,395000000,182,3,4,2,4,4.66656970977783,-74.0803146362305,0
-1,940000000,182,3,5,3,5,4.713785,-74.03,521900
1,1330000000,181,3,5,2,6,4.7010369300842285,-74.02879333496094,540000
-1,650000000,181,4,4,2,3,4.638018608093262,-74.14192962646484,0
-1,650000000,181,4,4,2,3,4.638018608093262,-74.14192962646484,0
1,890000000,181,5,5,3,5,4.74536609649658,-74.0683822631836,400000
1,950000000,180,3,3,2,6,4.69004235,-74.05477158,750000
-1,700000000,180,4,2,2,4,4.72200679779053,-74.0281524658203,320000
-1,540000000,180,5,3,1,3,4.653475,-74.07469411,0
1,2400000000,180,3,4,3,6,4.672458648681641,-74.05223083496094,880000
-1,750000000,180,4,4,0,0,4.63899993896484,-74.140998840332,1
-1,620000000,180,4,4,3,4,4.72696324,-74.04520934,430000
1,1300000000,180,3,3,3,5,4.69365022,-74.15990788,714000
-1,529000000,180,3,3,2,5,4.71947375,-74.04400199,287000
-1,880000000,180,4,5,2,5,4.7195683,-74.03051,450000
1,1150000000,180,4,4,2,5,4.63712787628174,-74.0595932006836,680000
1,800000000,180,3,3,0,6,4.69243097305298,-74.0462188720703,700000
1,1550000000,180,3,4,3,6,4.66884469985962,-74.0511016845703,750000
-1,700000000,180,4,3,3,4,4.66800811,-74.12791195,0
-1,970000000,180,3,4,2,5,4.71883658,-74.03028351,387000
-1,550000000,180,4,4,1,4,4.67101387,-74.12236263,0
-1,750000000,180,3,4,2,6,4.692557334899902,-74.04756927490234,624000
1,1350000000,180,3,3,2,6,4.67131328582764,-74.0554428100586,0
-1,550000000,180,3,3,0,4,4.73189926147461,-74.0362701416016,330000
-1,540000000,180,3,2,2,4,4.664560794830322,-74.08267974853516,10000
1,1150000000,180,3,3,2,4,4.69980746,-74.0473271,500000
-1,620000000,180,4,4,3,4,4.72696324,-74.04520934,430000
-1,950000000,180,4,3,2,5,4.71242735,-74.05008823,670000
-1,620000000,180,4,4,3,4,4.72696324,-74.04520934,430000
1,830000000,180,3,3,2,4,4.6454033851623535,-74.0586929321289,680000
-1,710000000,180,3,3,2,5,4.73042817,-74.06263418,405000
1,890000000,179,3,3,3,6,4.74614953994751,-74.0914535522461,794000
1,1250000000,178,3,5,2,6,4.65874466,-74.05016861,800000
1,948500000,178,3,3,2,6,4.71764565,-74.08121392,862000
-1,800000000,178,3,4,2,4,4.69692383,-74.0820497,0
1,1150000000,178,3,3,3,5,4.703557968139648,-74.04481506347656,1200000
-1,800000000,178,3,4,2,4,4.69692383,-74.0820497,0
-1,650000000,178,4,3,2,3,4.640998363494873,-74.07198333740234,0
1,1050000000,178,4,4,3,5,4.71096466,-74.04988596,0
-1,410000000,178,5,3,1,3,4.63749528,-74.14590205,0
-1,850000000,178,5,5,4,5,4.70518398284912,-74.056396484375,0
-1,800000000,178,3,4,2,4,4.69692383,-74.0820497,0
-1,810000000,177,4,3,2,4,4.648170471191406,-74.08980560302734,140000
1,750000000,177,3,5,2,6,4.69209561,-74.04178143,720000
1,1743650000,177,3,4,2,6,4.66679797,-74.04545375,0
1,1240000000,177,6,3,3,6,4.65017127990723,-74.0569458007813,600000
1,600000000,177,4,5,2,6,4.61305665969849,-74.1108169555664,721000
1,1150000000,177,3,5,3,5,4.70768356323242,-74.0322189331055,860000
1,900000000,177,3,4,2,5,4.71378517,-74.0299973,700000
1,1210000000,177,3,3,2,6,4.65291404724121,-74.0504760742188,0
-1,450000000,176,4,4,2,3,4.63948106765747,-74.1399612426758,0
1,1400000000,176,3,4,2,6,4.67622643,-74.0447298,794000
1,2140000000,176,3,4,3,5,4.648681640625,-74.05333709716797,980000
1,1400000000,176,3,4,2,6,4.67622643,-74.0447298,794000
1,1150000000,176,3,3,2,6,4.72042985,-74.02471953,960000
-1,980000000,176,3,5,3,6,4.712856769561768,-74.02912139892578,0
1,950000000,175,3,3,3,6,4.69333553314209,-74.0352478027344,644000
-1,500000000,175,3,4,3,4,4.740367412567139,-74.05891418457031,100000
-1,500000000,175,3,4,3,4,4.741738319396973,-74.0598373413086,100000
1,1250000000,175,3,3,2,6,4.68294721,-74.05018684,658000
1,1250000000,175,3,3,4,5,4.637219429016113,-74.05926513671875,637000
1,1400000000,175,2,4,2,6,4.6849846839904785,-74.03148651123047,780000
-1,430000000,175,6,4,0,2,4.71169996261597,-74.1453170776367,0
1,875000000,175,3,3,3,6,4.71128273010254,-74.0291748046875,1024000
1,1600000000,175,1,3,2,6,4.65054321289063,-74.0531158447266,660000
1,950000000,175,3,3,3,5,4.69351148605347,-74.0354156494141,606000
-1,670000000,174,4,4,4,4,4.67541525,-74.10753713,0
1,1290000000,174,2,4,4,6,4.67188119888306,-74.0507354736328,1450000
1,1290000000,174,2,3,6,6,4.67188310623169,-74.0507202148438,1450000
1,1140000000,174,3,3,3,6,4.69302082061768,-74.0426254272461,1000000
1,465000000,174,4,3,0,3,4.64804983139038,-74.0629119873047,100000
-1,550000000,174,5,2,3,4,4.756133079528809,-74.05007934570312,10000
-1,550000000,174,4,3,0,5,4.74418258666992,-74.0669937133789,350000
-1,458000000,173,4,3,1,3,4.63327741622925,-74.1490631103516,12500000
1,1690000000,173,3,4,3,6,4.66653338,-74.04488322,715000
-1,470000000,173,4,3,1,3,4.63267169,-74.14670558,0
1,1480000000,173,3,4,2,6,4.67576955,-74.04105922,920000
1,780000000,173,3,4,4,6,4.6896505355835,-74.0437774658203,1035000
-1,590000000,172,3,3,2,5,4.6970387,-74.05891,0
-1,449000000,172,4,2,1,3,4.58078908920288,-74.0927352905273,0
1,760000000,172,4,4,2,5,4.692687511444092,-74.06544494628906,780000
-1,480000000,172,3,1,1,3,4.7162766456604,-74.05525970458984,0
-1,600000000,171,5,4,2,4,4.73952054977417,-74.0648880004883,300000
1,850000000,171,3,3,3,6,4.6878275871276855,-74.05349731445312,900000
1,850000000,171,3,3,3,6,4.6878275871276855,-74.05349731445312,900000
-1,580000000,171,3,3,2,4,4.73955249786377,-74.064697265625,440000
1,1298000000,171,4,4,2,5,4.68816106,-74.03835549,557000
-1,520000000,171,4,2,2,3,4.582516670227051,-74.09188079833984,0
-1,650000000,171,5,3,2,4,4.66982555389404,-74.1098403930664,0
-1,379900000,171,5,3,2,3,4.69988062,-74.11308106,0
1,850000000,171,3,3,3,6,4.6878275871276855,-74.05349731445312,900000
-1,500000000,171,5,4,2,3,4.595858097076416,-74.11503601074219,0
-1,498000000,171,4,2,2,3,4.582516670227051,-74.09188079833984,0
-1,379900000,171,5,3,2,3,4.69992446899414,-74.1130828857422,0
-1,380000000,171,5,3,2,3,4.69988062,-74.11308106,0
1,1400000000,170,3,3,3,6,4.6849846839904785,-74.03148651123047,468000
1,980000000,170,3,4,0,6,4.70628881454468,-74.0360870361328,650000
-1,540000000,170,3,3,2,6,4.710690021514893,-74.05380249023438,475000
-1,400000000,170,4,4,0,3,4.76265811920166,-74.039436340332,0
1,520000000,170,4,3,2,3,4.64843654632568,-74.0718231201172,100000
1,970000000,170,4,5,2,6,4.72503280639648,-74.023307800293,900000
1,1300000000,170,2,3,2,6,4.684999465942383,-74.03121185302734,1000000
1,1310000000,170,3,3,3,6,4.71869304,-74.07977906,640000
1,1100000000,170,3,3,2,6,4.71813568,-74.0260684,780000
1,1416700000,170,4,5,0,6,4.67386817932129,-74.0521392822266,0
1,580000000,170,4,4,0,3,4.7295126914978,-74.0350875854492,400000
1,1180000000,170,3,4,3,6,4.679433822631836,-74.05545806884766,715000
-1,670000000,170,3,4,2,5,4.71866067,-74.06506518,390000
1,780000000,170,4,5,2,4,4.651038646697998,-74.0803451538086,500000
1,1050000000,170,3,3,2,6,4.65082979202271,-74.0503692626953,781000
-1,750000000,170,4,3,3,4,4.690024375915527,-74.0768051147461,120000
1,989990000,170,4,4,2,4,4.63797473907471,-74.1024780273438,570000
1,895000000,170,3,3,3,6,4.70634186,-74.04071562,1080000
-1,720000000,170,4,4,3,6,4.79521657,-74.05917125,694000
1,895500000,170,3,3,3,6,4.70634186,-74.04071562,1080000
-1,750000000,170,4,3,3,4,4.690509796142578,-74.07577514648438,120000
1,980000000,170,3,3,3,5,4.71376085281372,-74.0298233032227,750000
1,550000000,170,4,3,1,3,4.64461040496826,-74.0725708007813,100000
1,920000000,170,3,3,1,5,4.707382678985596,-74.0450439453125,630000
-1,587000000,170,3,3,2,4,4.7395477294921875,-74.06500244140625,376000
-1,470000000,170,5,4,1,3,4.69155796,-74.10488056,0
-1,650000000,170,3,3,2,4,4.690561294555664,-74.07460021972656,150000
1,700000000,170,2,3,0,4,4.64870977401733,-74.0583267211914,470000
1,910000000,168,3,3,0,5,4.71400022506714,-74.0299987792969,620000
1,940000000,168,3,4,2,6,4.6955132484436035,-74.04642486572266,930000
1,1200000000,168,3,3,2,6,4.690516471862793,-74.0339126586914,1200000
-1,380000000,168,4,3,1,3,4.63379881,-74.13829379,0
1,1050000000,168,3,3,3,6,4.70021104812622,-74.0457077026367,1070000
1,1150000000,168,3,2,2,6,4.667276382446289,-74.04429626464844,705000
1,940000000,168,3,4,2,6,4.69552993774414,-74.0463714599609,930000
-1,850000000,168,3,4,2,5,4.729344844818115,-74.07102966308594,540000
-1,399995000,168,6,0,1,4,4.61986780166626,-74.1211547851563,0
-1,400000000,168,3,2,2,4,4.75407011,-74.04709029,0
-1,560000000,168,4,4,2,5,4.731211,-74.0698,378000
-1,1400000000,168,4,4,3,5,4.70943694,-74.05101498,0
-1,650000000,167,3,2,2,4,4.64735746383667,-74.0896682739258,100000
-1,1150000000,167,4,4,2,5,4.71123015,-74.03502492,560000
-1,670000000,167,4,4,0,5,4.72898006439209,-74.0699615478516,0
1,650000000,167,4,3,2,5,4.697182655334473,-74.06322479248047,620000
1,1100000000,167,4,4,2,0,4.63700008392334,-74.1009979248047,0
1,1100000000,167,3,3,2,6,4.65911046,-74.05055356,1100000
-1,690000000,166,3,3,2,5,4.70909895,-74.05626235,0
-1,680000000,166,4,3,2,3,4.66057815,-74.06912954,0
-1,600000000,166,3,2,1,4,4.6498384475708,-74.0944595336914,0
-1,335000000,165,5,2,0,3,4.6927714347839355,-74.09175109863281,10000
-1,350000000,165,5,2,3,3,4.582468509674072,-74.15373229980469,0
1,990000000,165,3,3,3,5,4.70776987075806,-74.0293426513672,700000
1,1320000000,165,3,4,3,6,4.686122417449951,-74.03221130371094,547000
1,860000000,165,3,3,2,6,4.70717136,-74.08255929,450000
-1,400000000,165,5,2,1,3,4.71090433,-74.12590203,0
-1,350000000,165,5,2,3,3,4.582697868347168,-74.15401458740234,0
1,889000000,164,3,4,2,5,4.705565929412842,-74.06804656982422,277000
-1,480000000,164,4,2,0,4,4.75574111938477,-74.0548629760742,0
1,770000000,164,3,3,2,6,4.7026190757751465,-74.03553009033203,623000
-1,350000000,164,3,3,3,3,4.6971879,-74.11726213,0
-1,380000000,164,2,1,0,2,4.570643424987793,-74.07889556884766,10000
1,1150000000,164,3,3,2,6,4.656002521514893,-74.0488510131836,450000
1,1000000000,163,3,5,2,5,4.735914707183838,-74.06385040283203,318000
1,848000000,163,4,5,0,5,4.71723794937134,-74.0493927001953,650000
-1,900000000,162,3,3,3,4,4.6711168,-74.12079522,140000
1,890000000,162,3,2,2,6,4.68023014068604,-74.0526123046875,720000
1,680000000,162,3,3,2,6,4.6959147453308105,-74.03569793701172,670000
-1,360000000,162,4,3,2,3,4.7431917,-74.08852769,80000
1,890000000,162,3,4,2,6,4.69471226,-74.04274701,680000
1,1000000000,162,4,4,2,5,4.71348306,-74.03142698,0
1,850000000,162,4,4,2,6,4.7057900428772,-74.0398635864258,610000
1,990000000,161,3,4,2,6,4.706146240234375,-74.04352569580078,530000
1,398000000,161,4,3,2,4,4.72973012924194,-74.0412521362305,363000
1,860000000,160,3,3,2,6,4.702038288116455,-74.03486633300781,528000
1,750000000,160,3,3,1,6,4.6820149421691895,-74.04309844970703,400000
-1,450000000,160,5,2,0,3,4.674715042114258,-74.08145904541016,0
1,1050000000,160,3,3,2,6,4.6758918762207,-74.0569000244141,632000
-1,630000000,160,3,3,2,4,4.66941690444946,-74.1096649169922,0
-1,770000000,160,3,3,2,4,4.663086414337158,-74.12422943115234,195000
-1,370000000,160,4,3,0,3,4.62549018859863,-74.1987075805664,74000
-1,580000000,160,4,5,0,3,4.710401,-74.1043,0
-1,720000000,160,4,3,2,4,4.7625628,-74.04803,294000
1,930000000,160,3,3,2,6,4.7004828453064,-74.0455093383789,0
1,650000000,160,3,4,0,5,4.63793802261353,-74.0598678588867,0
1,1090000000,160,3,5,2,6,4.66346638,-74.04673971,950000
-1,700000000,160,4,3,2,4,4.7625628,-74.04803,294000
-1,560000000,160,3,4,2,4,4.7195773,-74.04044,395100
-1,400000000,160,3,3,1,4,4.61131477355957,-74.1877670288086,0
-1,544900000,159,3,3,2,4,4.73339223861694,-74.0332412719727,280000
1,1080000000,159,3,3,3,6,4.692211627960205,-74.04889678955078,776000
1,1080000000,159,3,4,3,6,4.69279478,-74.04864153,776000
1,1090000000,159,3,5,3,6,4.692195892333984,-74.04875946044922,776000
-1,565000000,158,3,3,1,5,4.69969341,-74.06368328,0
-1,590000000,158,4,3,2,4,4.6653265953063965,-74.12841796875,230000
1,870000000,158,3,3,3,6,4.69808624,-74.0521688,690000
1,968550000,158,3,5,0,6,4.70772981643677,-74.0317611694336,650000
-1,365000000,158,4,2,2,3,4.72225093841553,-74.1101837158203,0
-1,565000000,158,3,3,1,5,4.69963407516479,-74.0637359619141,0
1,1065000000,157,3,3,3,5,4.705565929412842,-74.06804656982422,338000
1,1350000000,157,3,3,0,6,4.66899156570435,-74.0509414672852,0
1,890000000,157,3,5,2,6,4.69844273,-74.04606334,800000
1,1350000000,157,3,3,0,6,4.66899156570435,-74.0507659912109,0
1,1350000000,157,3,3,0,6,4.66958999633789,-74.0511169433594,0
1,745000000,157,1,0,2,5,4.71144772,-74.04745525,560000
1,520000000,157,3,3,2,4,4.73143005371094,-74.0361328125,420000
-1,650000000,157,1,5,2,3,4.59542545,-74.11467035,0
-1,699000000,157,4,3,3,5,4.73003546,-74.07187247,500000
1,800000000,157,5,5,0,4,4.72408103942871,-74.0492172241211,680000
1,890000000,157,3,4,2,6,4.69844273,-74.04606334,800000
1,800000000,157,3,2,2,5,4.7044908,-74.05312345,700000
1,1350000000,157,3,3,2,6,4.66624355316162,-74.0511169433594,730000
1,890000000,157,3,3,2,6,4.70039176940918,-74.0346755981445,656000
1,1350000000,157,3,3,0,6,4.66890621185303,-74.0499114990234,0
1,990000000,157,3,4,2,6,4.698566436767578,-74.0460433959961,1000000
-1,495000000,157,4,4,0,4,4.71732330322266,-74.0341186523438,385000
-1,605000000,157,4,3,2,4,4.665570259094238,-74.12896728515625,290000
-1,370000000,156,4,2,1,3,4.59729671478271,-74.0896377563477,0
1,930000000,156,3,3,2,6,4.653491973876953,-74.05180358886719,800000
-1,1200000000,156,3,3,3,5,4.765359878540039,-74.06422424316406,730000
1,850000000,156,3,3,0,5,4.70166921615601,-74.0489654541016,0
-1,1200000000,156,3,3,3,5,4.765334129333496,-74.06424713134766,750000
1,695000000,156,3,3,2,4,4.733287,-74.05612953,365000
-1,630000000,156,3,4,3,4,4.723639,-74.04086,450000
1,830000000,156,3,3,1,5,4.65123098,-74.04901882,730000
-1,450000000,156,4,2,1,3,4.58078908920288,-74.0927352905273,0
1,680000000,156,3,3,2,6,4.69543075561523,-74.0360946655273,700000
1,850000000,156,3,3,0,5,4.70235395431519,-74.0481109619141,0
1,1300000000,156,3,3,2,6,4.6673665046691895,-74.05081176757812,700000
1,1050000000,156,4,4,4,5,4.64974117279053,-74.0843353271484,0
1,850000000,156,3,3,0,5,4.70338010787964,-74.0480194091797,0
1,850000000,156,2,4,2,6,4.67602777481079,-74.0417175292969,980000
-1,410000000,155,5,4,2,2,4.582468509674072,-74.15373229980469,10000
1,990000000,155,3,5,0,6,4.69251079,-74.04976409,0
-1,410000000,155,6,3,0,3,4.59139728546143,-74.1603775024414,0
1,850000000,155,3,4,2,6,4.697816848754883,-74.04446411132812,731000
-1,720000000,155,3,4,2,6,4.705467700958252,-74.045654296875,350000
1,930000000,155,3,1,2,6,4.67775817,-74.04765265,1169000
-1,450000000,155,5,4,1,4,4.72339677810669,-74.0312881469727,368000
1,980000000,155,3,4,2,6,4.683706283569336,-74.054931640625,750000
1,930000000,155,3,3,2,6,4.653517246246338,-74.0520248413086,760000
-1,598000000,154,3,3,2,5,4.73462390899658,-74.0621566772461,400000
1,750000000,154,3,3,2,6,4.70568704605103,-74.041877746582,780000
1,650000000,154,2,4,1,6,4.69581413269043,-74.0361862182617,650000
1,750500000,154,3,3,2,6,4.70997631,-74.08144599,455000
1,1130000000,154,3,4,2,6,4.663466453552246,-74.04673767089844,0
1,1230000000,154,3,3,2,6,4.66346638,-74.04673971,900000
-1,650000000,154,3,4,2,4,4.73060381,-74.04647212,0
1,850000000,154,3,3,3,6,4.697094440460205,-74.05154418945312,752000
-1,580000000,153,4,2,4,3,4.6501565,-74.09179722,0
1,490000000,153,2,3,2,5,4.7209587097168,-74.0439910888672,376000
1,600000000,153,4,3,2,6,4.69623841,-74.03731748,550000
-1,600000000,153,3,3,2,4,4.73262163,-74.03713529,408000
1,1100000000,152,3,4,2,6,4.70069456100464,-74.0282516479492,520000
1,1300000000,152,3,3,2,6,4.67703580856323,-74.0424423217773,918000
1,900000000,152,4,3,2,4,4.64438486099243,-74.1051483154297,350000
1,870000000,152,3,3,2,6,4.68851900100708,-74.0502777099609,850000
1,770000000,152,3,4,2,4,4.724759578704834,-74.0597915649414,410000
1,638000000,152,3,3,0,4,4.72718191146851,-74.0480880737305,500000
1,927200000,152,3,3,2,6,4.735189914703369,-74.07549285888672,635000
1,640000000,152,3,4,0,5,4.71740913391113,-74.0449371337891,360000
1,1100000000,151,3,3,2,5,4.7008891105651855,-74.02909851074219,700000
1,1100000000,151,3,3,2,6,4.700994968414307,-74.0284652709961,700000
1,1100000000,151,3,3,2,5,4.68743691,-74.0382887,410000
-1,650000000,151,3,2,2,5,4.71916863,-74.03623779,350000
1,1300000000,150,3,4,2,6,4.65552288,-74.04933565,930000
-1,340000000,150,3,3,0,3,4.587479114532471,-74.09880065917969,0
1,1450000000,150,2,3,4,6,4.668359279632568,-74.0447769165039,1300000
1,995000000,150,3,3,2,6,4.66090726852417,-74.0491790771484,829000
1,1600000000,150,4,5,2,6,4.65552282333374,-74.0493392944336,900000
1,960000000,150,3,3,2,5,4.643737316131592,-74.0554428100586,450000
1,1200000000,150,3,3,2,6,4.657526969909668,-74.04975891113281,800000
-1,500000000,150,4,3,2,4,4.67482995986938,-74.1085586547852,0
1,1150000000,150,3,3,3,5,4.7067341804504395,-74.04891204833984,1300000
-1,330000000,150,3,2,1,2,4.582468509674072,-74.15373229980469,0
1,800000000,150,3,3,2,6,4.692643165588379,-74.04451751708984,800000
1,1170000000,150,3,3,2,6,4.667276382446289,-74.04429626464844,1100000
-1,950000000,150,3,2,2,6,4.67887854,-74.05609234,450000
1,830000000,150,3,5,2,5,4.702702522277832,-74.03585815429688,598000
1,870000000,150,3,3,0,5,4.71358299255371,-74.0296630859375,570000
1,550000000,150,4,4,2,6,4.69483518600464,-74.0522842407227,500000
1,850000000,150,3,5,2,5,4.69887362,-74.03468424,447000
1,825500000,150,4,4,2,6,4.68294363,-74.05589871,811000
-1,930000000,150,4,4,3,5,4.706009387969971,-74.06221008300781,0
-1,410000000,150,5,3,2,3,4.582468509674072,-74.15373229980469,10000
1,825000000,150,4,4,2,6,4.68294363,-74.05589871,811000
1,710000000,150,3,3,2,6,4.71181884,-74.05037756,484000
-1,1000000000,150,4,1,0,3,4.61208581924438,-74.0653228759766,0
1,790000000,150,3,2,2,6,4.69160439,-74.05371238,0
-1,640000000,150,3,3,2,6,4.752746105194092,-74.06914520263672,450000
-1,350000000,150,5,2,0,3,4.69136476516724,-74.0997924804688,0
-1,575000000,150,4,4,0,4,4.72981214523315,-74.0402984619141,284000
1,787000000,150,3,4,2,5,4.7108054,-74.048874,440000
-1,630000000,150,4,2,0,4,4.66780471801758,-74.1157836914063,0
1,900000000,150,3,2,1,5,4.707085609436035,-74.04417419433594,0
1,825000000,150,4,4,2,6,4.68294363,-74.05589871,811000
-1,480000000,150,3,4,2,4,4.73795599,-74.0448574,0
-1,340000000,150,4,3,0,3,4.58731508255005,-74.0985946655273,0
1,700000000,150,3,4,0,6,4.59199619293213,-74.0777206420898,680000
-1,450000000,150,3,3,3,4,4.72034113,-74.03740683,0
1,900000000,150,3,3,2,6,4.69258124,-74.05377844,700000
1,710000000,150,3,3,2,6,4.71181884,-74.05037756,484000
1,640000000,150,3,4,3,6,4.69991016387939,-74.0525283813477,780000
-1,640000000,150,3,4,2,4,4.754430770874023,-74.06819152832031,450000
1,560000000,150,3,3,1,5,4.69580125808716,-74.0612182617188,0
1,890500000,150,3,3,2,6,4.65693563,-74.05339116,540000
1,1300000000,150,2,3,2,6,4.684999465942383,-74.03121185302734,1200000
1,880000000,150,4,4,2,4,4.65808629989624,-74.1278610229492,450000
-1,700000000,150,2,3,1,6,4.703015327453613,-74.04605102539062,130000
1,1260000000,150,3,4,0,6,4.66420078277588,-74.0480194091797,750000
-1,690000000,150,4,4,2,5,4.75274598,-74.06914217,0
1,620000000,150,4,2,2,5,4.69400376,-74.05322093,500000
1,590000000,149,4,3,2,4,4.69806873,-74.0743597,360000
-1,695000000,149,3,2,0,4,4.645458221435547,-74.0558853149414,607000
1,680000000,149,3,3,2,6,4.70042657852173,-74.0529479980469,635000
1,850000000,149,3,4,2,6,4.694035530090332,-74.04150390625,1300000
1,580000000,149,3,3,2,5,4.68819618225098,-74.044075012207,735000
1,590000000,149,4,3,2,4,4.69806873,-74.0743597,360000
1,870000000,148,3,3,2,6,4.6935811042785645,-74.04903411865234,600000
1,540000000,148,4,5,2,4,4.74195861816406,-74.0660018920898,336000
1,850000000,148,3,3,2,5,4.661193370819092,-74.05673217773438,743000
1,850000000,148,3,3,2,6,4.661500930786133,-74.05687713623047,743000
1,660000000,147,3,2,2,4,4.71575832366943,-74.0286865234375,285000
1,490000000,147,3,3,2,4,4.7284369468688965,-74.03005981445312,640000
-1,660000000,147,3,4,2,4,4.7201924324035645,-74.04130554199219,0
1,949000000,147,3,4,3,6,4.69600915,-74.05279018,900000
-1,650000000,147,4,4,0,5,4.69337177276611,-74.0650634765625,638000
-1,470000000,147,3,2,1,3,4.752146244049072,-74.04339599609375,0
1,490000000,147,3,3,2,4,4.720208644866943,-74.02525329589844,640000
1,720000000,147,3,3,2,6,4.7011189460754395,-74.03356170654297,380000
1,840000000,147,3,4,4,5,4.70727508,-74.03456607,550000
1,650000000,147,3,0,1,6,4.69700002670288,-74.0490036010742,660000
1,900000000,147,3,3,2,5,4.703921318054199,-74.04679107666016,889000
1,1630000000,146,3,3,2,6,4.67545604705811,-74.051872253418,700000
1,620000000,146,3,4,2,4,4.69806873,-74.0743597,345000
1,730000000,146,3,2,1,5,4.69806873,-74.0743597,0
1,880000000,146,3,4,2,6,4.694555759429932,-74.04210662841797,1200000
-1,550000000,146,3,4,0,5,4.72932195663452,-74.0671081542969,220000
1,780000000,146,3,3,0,5,4.71599769592285,-74.0306625366211,515000
-1,640000000,146,3,3,2,5,4.75274598,-74.06914217,470000
-1,430000000,146,3,3,1,4,4.72876882553101,-74.0345916748047,100000
-1,430000000,146,3,3,1,4,4.72876882553101,-74.0345916748047,100000
1,900000000,146,4,4,2,5,4.6548590660095215,-74.10607147216797,430000
1,886000000,145,4,4,0,5,4.70885467529297,-74.0315399169922,560000
1,720500000,145,2,3,2,6,4.68266987,-74.0566668,811000
1,690000000,145,2,2,1,6,4.67827224731445,-74.0572662353516,773000
1,650000000,145,3,2,2,6,4.69567435,-74.04562577,448000
1,590000000,145,3,2,2,6,4.68180827,-74.05742806,550000
1,859000000,145,3,3,2,6,4.70600845,-74.04091254,500000
1,459900000,145,3,2,2,4,4.73335075378418,-74.0382919311523,286000
1,750000000,145,3,3,2,5,4.70322227478027,-74.0700149536133,451800
1,960000000,145,3,4,3,5,4.70161046,-74.05187165,600000
1,560500000,145,3,3,2,6,4.69421969,-74.0436867,438000
1,598000000,144,3,3,2,4,4.73246383666992,-74.0581512451172,350000
1,500000000,144,3,4,2,4,4.72300748,-74.03596008,483000
1,500500000,144,3,4,2,4,4.72300748,-74.03596008,483000
1,700000000,144,5,4,2,4,4.73197544,-74.03584796,0
1,940000000,144,3,4,2,6,4.69562005996704,-74.0456390380859,930000
1,500000000,144,3,4,2,4,4.72300748,-74.03596008,483000
-1,370000000,144,4,2,1,3,4.58386718,-74.08498416,0
-1,575000000,144,4,4,2,5,4.7659316,-74.04133,309000
-1,330000000,144,4,3,1,2,4.70723331,-74.125312,0
1,700000000,144,3,3,2,5,4.7321982383728,-74.0360107421875,465000
-1,395000000,144,4,3,0,4,4.73417520523071,-74.0332565307617,285000
1,680000000,144,3,4,2,4,4.644885540008545,-74.05659484863281,805000
1,1150000000,144,3,3,2,6,4.67395305633545,-74.0869903564453,578000
-1,350000000,144,3,2,1,2,4.734609603881836,-74.10066223144531,10000
1,709000000,143,4,4,0,4,4.72012662887573,-74.0478515625,465000
-1,530000000,143,3,4,2,4,4.73328161239624,-74.03282928466797,316000
-1,410000000,143,4,3,0,4,4.75581550598145,-74.0527420043945,25000
1,405000000,143,3,2,0,5,4.69632291793823,-74.0395278930664,295000
1,580000000,143,3,4,2,5,4.71638250350952,-74.0346374511719,480000
1,1846700000,142,2,2,2,6,4.65518276,-74.04992884,643000
